source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://www.mediamatters.org/michael-knowles/daily-wires-michael-knowles-there-no-such-thing-all-practical-purposes-right-wing
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://www.mediamatters.org/candace-owens/order-defend-nick-fuentes-jordan-peterson-candace-owens-discusses-how-many-jews-are
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/rights-reproductive-choice-cover
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/heritage-foundation/guide-project-2025-extreme-right-wing-agenda-next-republican-administration
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://www.mediamatters.org/candace-owens/candace-owens-im-not-flat-earther-im-not-round-earther-actually-what-i-am-i-am
https://www.mediamatters.org/	https://www.mediamatters.org/voter-fraud-and-suppression/trumps-meme-team-ally-brenden-dilley-urges-followers-be-guarding-every
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_RU1WYR7X70QjhvL62_lE-Mmsn10zn8D85_M4ztVfCCs.css
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/fox-and-broadcast-news-largely-ignored-trump-promoting-prosecution-his-political
https://www.mediamatters.org/	https://www.mediamatters.org/#narrative
https://www.mediamatters.org/	https://www.mediamatters.org/education/oklahoma-state-superintendent-says-pastor-and-right-wing-commentator-suggested-his-new
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/msnbcs-deadline-white-house-angelo-carusone-discusses-project-2025-mechanism-enacting
https://www.mediamatters.org/	https://www.mediamatters.org/charlie-kirk/charlie-kirk-i-talked-president-over-weekend-encouraging-him-choose-jd-vance
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/project-2025-partner-lays-foundation-trump-ignore-congressional-spending-major-power
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/seen-not-heard-new-york-times-failed-quote-trans-people-over-60-2023-stories-anti
https://www.mediamatters.org/	https://www.mediamatters.org/heritage-foundation/project-2025-leader-heritage-foundation-calls-social-security-cuts
https://www.mediamatters.org/	https://www.mediamatters.org/newsmax/newsmaxs-sebastian-gorka-kamala-harris-shes-dei-hire-shes-woman-shes-colored
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/bud-light-treatment-366-days-outrage-over-one-beer-can
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/where-steve-bannon-leaves-us
https://www.mediamatters.org/	https://www.mediamatters.org/medication-abortion
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-and-fox-business-promote-right-wing-stunt-mislead-voters-about-gas-prices-ahead
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/virulent-antisemite-tells-jeanine-pirro-2nd-amendment-needed-take-care-these-vermin-who
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/project-2025/after-gop-platform-was-revealed-project-2025-partners-and-anti-abortion-groups-signal
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/greg-gutfeld-says-democrats-will-try-win-election-shenanigans-and-little-funny-business
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://twitter.com/mmfa
https://regex101.com/	https://regex101.com/static/assets/iPhone_14__iPhone_13_Pro__iPhone_13__iPhone_12_Pro__iPhone_12_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-152.png
https://regex101.com/	https://regex101.com/quiz
https://regex101.com/	https://regex101.com/static/assets/4__iPhone_SE__iPod_touch_5th_generation_and_later_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Plus__iPhone_13_Pro_Max__iPhone_12_Pro_Max_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_landscape.png
https://regex101.com/	https://regex101.com/static/23.db847e30c74aff098961.css
https://regex101.com/	https://turnonjs.com
https://regex101.com/	https://regex101.com/static/assets/icon-96.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_8__iPhone_7__iPhone_6s__iPhone_6__4.7__iPhone_SE_landscape.png
https://regex101.com/	https://digidib.dev/docs/regex101/sponsors/
https://regex101.com/	https://regex101.com/static/assets/iPhone_8__iPhone_7__iPhone_6s__iPhone_6__4.7__iPhone_SE_portrait.png
https://regex101.com/	https://regex101.com
https://regex101.com/	https://regex101.com/static/assets/12.9__iPad_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/11__iPad_Pro__10.5__iPad_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/manifest.webmanifest
https://regex101.com/	https://regex101.com/account/mine
https://regex101.com/	https://regex101.com/static/assets/icon-144.png
https://regex101.com/	https://regex101.com/static/assets/12.9__iPad_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/10.5__iPad_Air_landscape.png
https://regex101.com/	https://regex101.com/static/assets/10.2__iPad_landscape.png
https://regex101.com/	https://regex101.com/static/assets/11__iPad_Pro__10.5__iPad_Pro_landscape.png
https://regex101.com/	https://regex101.com/
https://regex101.com/	https://regex101.com/static/assets/icon-192.png
https://regex101.com/	https://regex101.com/static/assets/icon-16.png
https://regex101.com/	https://regex101.com/static/assets/icon-72.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_portrait.png
https://regex101.com/	https://regex101.com/static/assets/10.5__iPad_Air_portrait.png
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://regex101.com/static/assets/icon-57.png
https://regex101.com/	https://regex101.com/static/assets/10.9__iPad_Air_portrait.png
https://regex101.com/	https://regex101.com/library
https://regex101.com/	https://regex101.com/static/assets/iPhone_13_mini__iPhone_12_mini__iPhone_11_Pro__iPhone_XS__iPhone_X_landscape.png
https://regex101.com/	https://regex101.com/static/quickref.0c6b308ff143bc983949.chunk.js
https://regex101.com/	https://regex101.com/debugger
https://regex101.com/	https://regex101.com/static/assets/iPhone_8_Plus__iPhone_7_Plus__iPhone_6s_Plus__iPhone_6_Plus_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14__iPhone_13_Pro__iPhone_13__iPhone_12_Pro__iPhone_12_portrait.png
https://regex101.com/	https://regex101.com/static/assets/9.7__iPad_Pro__7.9__iPad_mini__9.7__iPad_Air__9.7__iPad_portrait.png
https://regex101.com/	https://regex101.com/static/assets/10.9__iPad_Air_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-180.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Plus__iPhone_13_Pro_Max__iPhone_12_Pro_Max_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_landscape.png
https://regex101.com/	https://regex101.com/static/assets/10.2__iPad_portrait.png
https://regex101.com/	https://regex101.com/static/assets/icon-60.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_portrait.png
https://regex101.com/	https://regex101.com/static/assets/4__iPhone_SE__iPod_touch_5th_generation_and_later_portrait.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-76.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_portrait.png
https://regex101.com/	https://regex101.com/static/67.1e6bcc59a320bcfdecbc.css
https://regex101.com/	https://regex101.com/static/assets/icon-120.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/8.3__iPad_Mini_portrait.png
https://regex101.com/	https://fonts.googleapis.com
https://regex101.com/	https://regex101.com/static/vendors-quickref.d60f92211d58a785aae9.chunk.js
https://regex101.com/	https://fonts.googleapis.com/css2?family=Open+Sans:ital,wght@0,300;0,400;0,600;0,700;1,400&family=Source+Code+Pro:wght@400;500;700&display=swap
https://regex101.com/	https://regex101.com/static/assets/iPhone_13_mini__iPhone_12_mini__iPhone_11_Pro__iPhone_XS__iPhone_X_portrait.png
https://regex101.com/	https://regex101.com/static/assets/9.7__iPad_Pro__7.9__iPad_mini__9.7__iPad_Air__9.7__iPad_landscape.png
https://regex101.com/	https://regex101.com/settings/general
https://regex101.com/	https://fonts.gstatic.com
https://regex101.com/	https://regex101.com/static/assets/icon-32.png
https://regex101.com/	https://regex101.com/static/assets/8.3__iPad_Mini_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-114.png
https://regex101.com/	http://browsehappy.com/
https://regex101.com/	https://regex101.com/static/assets/iPhone_8_Plus__iPhone_7_Plus__iPhone_6s_Plus__iPhone_6_Plus_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_landscape.png
https://regex101.com/	https://regex101.com/codegen?language=php
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/feedback
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/notices/tos
